OBJECTID,date_arrested,time_arrested,address,offense_type,subject_race,subject_gender,agency,armainid,objectid_1,Year
81052,2020/10/07,1530,100-BLK STEWART ST,RESISTING PUBLIC OFFICER,B,M,APD,577378,81051,2020
81057,2020/01/23,1927,100-BLK ATKINSON ST,RESISTING PUBLIC OFFICER,B,M,APD,567131,81115,2020
81069,2020/12/29,1617,200-BLK DEAVERVIEW RD,FELONY POSSESSION SCH I CS,B,M,APD,580300,81067,2020
81070,2020/12/29,1617,200-BLK DEAVERVIEW RD,FICT/ALT TITLE/REG CARD/TAG,B,M,APD,580300,81068,2020
81071,2020/12/29,1617,200-BLK DEAVERVIEW RD,SECOND DEGREE TRESPASS,B,M,APD,580300,81069,2020
81097,2021/07/21,2118,100-BLK DAVIDSON DR,CARRYING CONCEALED GUN(M),B,F,APD,594708,81095,2021
81112,2021/09/03,1130,100-BLK MARSTONS MILL DR,DIS WEAP OCC DWELL/MOVING VEH,B,M,APD,595954,81110,2021
81113,2021/09/03,1130,100-BLK MARSTONS MILL DR,DIS WEAP OCC DWELL/MOVING VEH,B,M,APD,595954,81111,2021
81114,2020/01/23,1927,100-BLK ATKINSON ST,DRIVING WHILE IMPAIRED,B,M,APD,567131,81112,2020
81115,2020/01/23,1927,100-BLK ATKINSON ST,GO ARMED TO TERROR OF PEOPLE,B,M,APD,567131,81113,2020
81116,2020/01/23,1927,100-BLK ATKINSON ST,RECKLESS DRIVING TO ENDANGER,B,M,APD,567131,81114,2020
81167,2020/11/19,1356,100-BLK HAW CREEK CIR,INTOXICATED AND DISRUPTIVE,W,M,APD,579481,81166,2020
81168,2020/11/19,1356,100-BLK HAW CREEK CIR,RESISTING PUBLIC OFFICER,W,M,APD,579481,81167,2020
81189,2020/12/13,1930,100-BLK BROOKSHIRE PL,FORGERY - FREE TEXT,W,M,APD,580033,81188,2020
81193,2021/08/24,2225,100-BLK N ANN ST,BREAK OR ENTER A MOTOR VEHICLE,W,F,APD,595686,81192,2021
81194,2021/08/24,2225,100-BLK N ANN ST,ATTEMPTED LARCENY (F),W,F,APD,595686,81193,2021
81223,2021/10/06,837,300-BLK HILLIARD AVE,BREAKING OR ENTERING (M),W,F,APD,596804,81222,2021
81224,2021/10/06,837,300-BLK HILLIARD AVE,BREAKING OR ENTERING (M),W,F,APD,596804,81223,2021
81225,2020/10/12,2310,100-BLK ATKINSON ST,BREAKING OR ENTERING (M),W,F,APD,578529,81224,2020
81253,2020/09/12,39,100-BLK ATKINSON ST,FELONY PROBATION VIOLATION,B,M,APD,576716,81252,2020
81254,2020/09/12,39,100-BLK ATKINSON ST,ATT BREAK OR ENTER BLDG (M),B,M,APD,576716,81253,2020
81255,2020/09/12,39,100-BLK ATKINSON ST,COMMUNICATING THREATS,B,M,APD,576716,81254,2020
81256,2020/09/12,39,100-BLK ATKINSON ST,DAMAGE PROPERTY - FREE TEXT,B,M,APD,576716,81255,2020
81307,2020/10/08,1306,100-BLK OLD COUNTY HOME RD,MISDEMEANOR PROBATION VIOL,W,M,APD,577400,81305,2020
81308,2020/12/15,1527,100-BLK NEW LEICESTER HWY,MISDEMEANOR LARCENY,W,M,APD,580074,81306,2020
81361,2020/07/11,657,100-BLK DOWNING DR,DISCHARGE FIREARM ENCL FEAR,W,M,APD,574056,81360,2020
81376,2021/12/21,1108,100-BLK BLEACHERY BLVD,SECOND DEGREE TRESPASS,I,M,APD,599877,81375,2021
81377,2021/12/21,1108,100-BLK BLEACHERY BLVD,OPEN CONTAINER ALCOHOL VIOL,I,M,APD,599877,81376,2021
81378,2021/12/21,1108,100-BLK BLEACHERY BLVD,POSS/CON BEER/WINE UNAUTH PREM,I,M,APD,599877,81377,2021
81380,2020/11/08,1956,1500-BLK PATTON AVE,SIMPLE POSSESS SCH III CS (M),W,M,APD,579219,81379,2020
81391,2021/12/06,1622,500-BLK RIVERSIDE DR,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,F,APD,599456,81390,2021
81393,2021/10/10,1719,100-BLK BLEACHERY BLVD,BREAKING AND OR ENTERING (F),W,F,APD,596919,81392,2021
81394,2021/10/10,1719,100-BLK BLEACHERY BLVD,RECEIVE STOLEN GOODS/PROP (F),W,F,APD,596919,81393,2021
81395,2021/10/10,1719,100-BLK BLEACHERY BLVD,LARCENY OF MOTOR VEHICLE (F),W,F,APD,596919,81394,2021
81396,2021/10/10,1719,100-BLK BLEACHERY BLVD,FELONY CONSPIRACY,W,F,APD,596919,81395,2021
81397,2021/10/10,1719,100-BLK BLEACHERY BLVD,SECOND DEGREE TRESPASS,W,F,APD,596919,81396,2021
81398,2021/10/10,1719,100-BLK BLEACHERY BLVD,LARCENY AFTER BREAK/ENTER,W,F,APD,596919,81397,2021
81402,2020/03/13,1801,100-BLK ALL SOULS CRES,NON-SUPPORT,B,M,APD,569294,81401,2020
81438,2021/09/08,1440,100-BLK CHAPEL PARK RD,HOMICIDE - FREE TEXT,B,M,APD,596084,81436,2021
81439,2021/09/08,1440,100-BLK CHAPEL PARK RD,"TRAFFICKING, OPIUM OR HEROIN",B,M,APD,596084,81437,2021
81440,2021/09/08,1440,100-BLK CHAPEL PARK RD,"TRAFFICKING, OPIUM OR HEROIN",B,M,APD,596084,81438,2021
81441,2021/09/08,1440,100-BLK CHAPEL PARK RD,PWIMSD SCH II CS,B,M,APD,596084,81439,2021
81442,2021/09/08,1440,100-BLK CHAPEL PARK RD,MAINTN VEH/DWELL/PLACE CS (M),B,M,APD,596084,81440,2021
81459,2021/03/13,328,200-BLK OLD COUNTY HOME RD,POSSESS METHAMPHETAMINE,W,F,APD,584154,81457,2021
81465,2021/08/19,2117,100-BLK FAULKNER AVE,FAIL RETURN HIRED MV >$4000,W,M,APD,595545,81463,2021
81471,2020/07/18,137,100-BLK MERLIN WAY,ASSAULT ON A FEMALE,W,M,APD,574238,81469,2020
81472,2020/07/18,137,100-BLK MERLIN WAY,ASSAULT BY STRANGULATION,W,M,APD,574238,81470,2020
81473,2020/04/19,2240,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,571078,81473,2020
81474,2021/03/08,150,500-BLK BILTMORE AVE,FELONY POSSESSION SCH II CS,W,M,APD,583967,81474,2021
81475,2021/03/08,150,500-BLK BILTMORE AVE,DRIVING WHILE IMPAIRED,W,M,APD,583967,81475,2021
81484,2020/12/11,1643,100-BLK GROVE ST,ASSAULT GOVT OFFICIAL/EMPLY,W,F,APD,580005,81484,2020
81485,2020/12/11,1643,100-BLK GROVE ST,ASSAULT GOVT OFFICIAL/EMPLY,W,F,APD,580005,81485,2020
81486,2020/12/11,1643,100-BLK GROVE ST,INJURY TO PERSONAL PROPERTY,W,F,APD,580005,81486,2020
81487,2020/12/11,1643,100-BLK GROVE ST,SIMPLE ASSAULT,W,F,APD,580005,81487,2020
81488,2020/12/11,1643,100-BLK GROVE ST,RESISTING PUBLIC OFFICER,W,F,APD,580005,81488,2020
81510,2021/04/04,1621,100-BLK BROADWAY ST,DISORDERLY CONDUCT,W,M,APD,585752,81510,2021
81511,2021/04/04,1621,100-BLK BROADWAY ST,MISDEMEANOR LARCENY,W,M,APD,585752,81511,2021
81512,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81512,2021
81513,2021/04/04,1621,100-BLK BROADWAY ST,SIMPLE ASSAULT,W,M,APD,585752,81513,2021
81514,2021/04/04,1621,100-BLK BROADWAY ST,COMMUNICATING THREATS,W,M,APD,585752,81514,2021
81515,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81515,2021
81516,2021/04/04,1621,100-BLK BROADWAY ST,INJURY TO PERSONAL PROPERTY,W,M,APD,585752,81516,2021
81517,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81517,2021
81518,2021/04/04,1621,100-BLK BROADWAY ST,LITTERING NOT > 15 LBS,W,M,APD,585752,81518,2021
81519,2021/04/04,1621,100-BLK BROADWAY ST,DEFRAUDING INNKEEPER,W,M,APD,585752,81519,2021
81520,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81520,2021
81521,2021/04/04,1621,100-BLK BROADWAY ST,MISDEMEANOR LARCENY,W,M,APD,585752,81521,2021
81522,2021/04/04,1621,100-BLK BROADWAY ST,SIMPLE ASSAULT,W,M,APD,585752,81522,2021
81523,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81523,2021
81524,2021/04/04,1621,100-BLK BROADWAY ST,RESISTING PUBLIC OFFICER,W,M,APD,585752,81524,2021
81525,2021/04/04,1621,100-BLK BROADWAY ST,SECOND DEGREE TRESPASS,W,M,APD,585752,81525,2021
81526,2021/01/13,1410,100-BLK RANKIN AVE,SECOND DEGREE TRESPASS,W,M,APD,580656,81526,2021
81527,2020/08/12,2221,100-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,W,M,APD,574855,81527,2020
81569,2021/01/08,1740,600-BLK SAND HILL RD,EXTRADITION/FUGITIVE OTH STATE,W,M,APD,580537,81569,2021
81571,2021/01/08,200,1100-BLK TUNNEL RD,RECKLESS DRVG-WANTON DISREGARD,W,M,APD,580523,81571,2021
81572,2021/01/08,200,1100-BLK TUNNEL RD,DRIVE AFTER CONSUMING < 21,W,M,APD,580523,81572,2021
81579,2020/11/24,2046,400-BLK HENDERSONVILLE RD,POSSESS DRUG PARAPHERNALIA,W,F,APD,579605,81579,2020
81580,2020/11/24,2046,400-BLK HENDERSONVILLE RD,POSSESS STOLEN MOTOR VEHICLE,W,F,APD,579605,81580,2020
81582,2021/11/29,2356,200-BLK DEAVERVIEW RD,RESISTING PUBLIC OFFICER,B,M,APD,599257,81582,2021
81583,2021/11/29,2356,200-BLK DEAVERVIEW RD,POSSESSION OF FIREARM BY FELON,B,M,APD,599257,81583,2021
81584,2021/11/29,2356,200-BLK DEAVERVIEW RD,GO ARMED TO TERROR OF PEOPLE,B,M,APD,599257,81584,2021
81587,2021/03/13,328,200-BLK OLD COUNTY HOME RD,SIMPLE POSSESS SCH II CS (M),W,F,APD,584154,81587,2021
81588,2021/03/13,328,200-BLK OLD COUNTY HOME RD,POSSESS DRUG PARAPHERNALIA,W,F,APD,584154,81588,2021
81589,2020/06/28,2103,100-BLK MONTE VISTA RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,573733,81589,2020
81590,2020/06/28,2103,100-BLK MONTE VISTA RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,573733,81590,2020
81591,2020/06/28,2103,100-BLK MONTE VISTA RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,573733,81591,2020
81592,2020/06/28,2103,100-BLK MONTE VISTA RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,573733,81592,2020
81593,2020/06/28,2103,100-BLK MONTE VISTA RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,573733,81593,2020
81594,2020/06/28,2103,100-BLK MONTE VISTA RD,LARCENY OF MOTOR VEHICLE (F),W,M,APD,573733,81594,2020
81595,2020/06/28,2103,100-BLK MONTE VISTA RD,UNAUTHORIZED USE OF MOTOR VEH,W,M,APD,573733,81595,2020
81596,2020/06/28,2103,100-BLK MONTE VISTA RD,SIMPLE POSSESS SCH VI CS (M),W,M,APD,573733,81596,2020
81607,2021/10/24,1915,200-BLK DEAVERVIEW RD,COMMUNICATING THREATS,B,M,APD,597297,81606,2021
81608,2021/10/24,1915,200-BLK DEAVERVIEW RD,POSSESSION OF FIREARM BY FELON,B,M,APD,597297,81607,2021
81634,2021/12/23,1640,100-BLK RIVER HILLS RD,POSS STOLEN GOODS/PROP (M),W,M,APD,599946,81633,2021
81635,2021/12/23,1640,100-BLK RIVER HILLS RD,IDENTITY THEFT,W,M,APD,599946,81634,2021
81636,2021/12/23,1640,100-BLK RIVER HILLS RD,OBTAIN PROPERTY FALSE PRETENSE,W,M,APD,599946,81635,2021
81637,2021/12/23,1640,100-BLK RIVER HILLS RD,FAIL RETURN HIRED MV >$4000,W,M,APD,599946,81636,2021
81638,2021/12/23,1640,100-BLK RIVER HILLS RD,MISDEMEANOR LARCENY,W,M,APD,599946,81637,2021
81639,2021/12/23,1640,100-BLK RIVER HILLS RD,FORGERY OF INSTRUMENT,W,M,APD,599946,81638,2021
81640,2021/12/23,1640,100-BLK RIVER HILLS RD,FORGERY OF INSTRUMENT,W,M,APD,599946,81639,2021
81641,2021/12/23,1640,100-BLK RIVER HILLS RD,FINANCIAL CARD FRAUD (F),W,M,APD,599946,81640,2021
81642,2021/12/23,1640,100-BLK RIVER HILLS RD,FINANCIAL CARD THEFT,W,M,APD,599946,81641,2021
81643,2021/12/23,1640,100-BLK RIVER HILLS RD,CARRYING CONCEALED WEAPON,W,M,APD,599946,81642,2021
81644,2021/12/23,1640,100-BLK RIVER HILLS RD,UTTERING FORGED INSTRUMENT,W,M,APD,599946,81643,2021
81645,2021/12/23,1640,100-BLK RIVER HILLS RD,UTTERING FORGED INSTRUMENT,W,M,APD,599946,81644,2021
81646,2021/12/23,1640,100-BLK RIVER HILLS RD,POSSESS DRUG PARAPHERNALIA,W,M,APD,599946,81645,2021
81657,2021/05/08,1954,100-BLK BLEACHERY BLVD,LAR REMOVE/DEST/DEACT COMPO,W,M,APD,588640,81656,2021
81658,2021/05/08,1954,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,W,M,APD,588640,81657,2021
81659,2021/05/08,1954,100-BLK BLEACHERY BLVD,SECOND DEGREE TRESPASS,W,M,APD,588640,81658,2021
81670,2021/09/27,22,100-BLK APPLE BLOSSOM LN,CARRYING CONCEALED GUN(M),W,M,APD,596530,81669,2021
81671,2021/09/27,22,100-BLK APPLE BLOSSOM LN,MISDEMEANOR SECRET PEEPING,W,M,APD,596530,81670,2021
81705,2021/08/18,1658,1600-BLK HENDERSONVILLE RD,POSSESS DRUG PARAPHERNALIA,W,F,APD,595494,81704,2021
81706,2021/08/18,1658,1600-BLK HENDERSONVILLE RD,MISDEMEANOR LARCENY,W,F,APD,595494,81705,2021
81717,2020/09/11,1320,100-BLK BLEACHERY BLVD,LAR REMOVE/DEST/DEACT COMPO,B,F,APD,576700,81716,2020
81718,2020/09/11,1320,100-BLK BLEACHERY BLVD,SHOPLIFTING CONCEALMENT GOODS,B,F,APD,576700,81717,2020
81719,2020/09/11,1320,100-BLK BLEACHERY BLVD,RESISTING PUBLIC OFFICER,B,F,APD,576700,81718,2020
81720,2020/09/11,1320,100-BLK BLEACHERY BLVD,SECOND DEGREE TRESPASS,B,F,APD,576700,81719,2020
81721,2020/09/11,1320,100-BLK BLEACHERY BLVD,INJURY TO PERSONAL PROPERTY,B,F,APD,576700,81720,2020
81746,2021/11/28,820,100-BLK SPRUCE HILL LN,NON-SUPPORT,B,M,APD,599212,81747,2021
81747,2021/11/28,820,100-BLK SPRUCE HILL LN,CHILD ABUSE NONASSAULTIVE (M),B,M,APD,599212,81748,2021
81748,2021/11/28,820,100-BLK SPRUCE HILL LN,ASSAULT BY STRANGULATION,B,M,APD,599212,81749,2021
81749,2021/11/28,820,100-BLK SPRUCE HILL LN,SIMPLE POSSESS SCH VI CS (M),B,M,APD,599212,81750,2021
81761,2021/09/16,825,400-BLK VICTORIA RD,FELONY POSSESSION SCH II CS,W,M,APD,596268,81762,2021
81762,2021/09/16,825,400-BLK VICTORIA RD,POSSESS DRUG PARAPHERNALIA,W,M,APD,596268,81763,2021
81763,2020/06/04,2015,100-BLK COLLEGE ST,RESISTING PUBLIC OFFICER,W,M,APD,573156,81764,2020
81764,2020/06/04,2015,100-BLK COLLEGE ST,INTOXICATED AND DISRUPTIVE,W,M,APD,573156,81765,2020
81817,2021/03/28,14,200-BLK SMOKEY PARK HWY,INTOXICATED AND DISRUPTIVE,W,M,APD,585569,81817,2021
81818,2021/03/28,14,200-BLK SMOKEY PARK HWY,CARRYING CONCEALED WEAPON,W,M,APD,585569,81818,2021
81824,2021/03/01,224,100-BLK PEAKS CENTER LN,POSS STOLEN GOODS/PROP (F),W,F,APD,583797,81824,2021
81896,2021/01/19,2150,100-BLK MERRIMON AVE,FELONY POSSESSION SCH II CS,W,M,APD,580804,81896,2021
81897,2021/01/19,2150,100-BLK MERRIMON AVE,INTOXICATED AND DISRUPTIVE,W,M,APD,580804,81897,2021
81898,2020/11/11,1338,100-BLK BILTMORE AVE,ASSAULT BY STRANGULATION,W,M,APD,579280,81898,2020
81899,2020/11/11,1338,100-BLK BILTMORE AVE,ASSAULT ON A FEMALE,W,M,APD,579280,81899,2020
81935,2020/04/07,2055,900-BLK PATTON AVE,RESISTING PUBLIC OFFICER,B,M,APD,569848,81935,2020
81936,2020/04/07,2055,900-BLK PATTON AVE,ASSAULT AND BATTERY,B,M,APD,569848,81936,2020
81937,2020/04/07,2055,900-BLK PATTON AVE,INTOXICATED AND DISRUPTIVE,B,M,APD,569848,81937,2020
81980,2021/10/22,111,100-BLK KLONDYKE AVE,DV PROTECTIVE ORDER VIOL (M),B,M,APD,597247,81980,2021
81981,2021/10/22,111,100-BLK KLONDYKE AVE,DV PROTECTIVE ORDER VIOL (M),B,M,APD,597247,81981,2021
81982,2020/02/13,1714,100-BLK GRANADA ST,ASSAULT ON A FEMALE,B,M,APD,568019,81982,2020
81983,2020/01/16,2230,100-BLK PATTON AVE,INTOXICATED AND DISRUPTIVE,W,M,APD,566856,81983,2020
81996,2021/12/15,1911,100-BLK S TUNNEL RD,LAR REMOVE/DEST/DEACT COMPO,W,F,APD,599726,81996,2021
81997,2021/12/15,1911,100-BLK S TUNNEL RD,SHOPLIFTING CONCEALMENT GOODS,W,F,APD,599726,81997,2021
81998,2021/12/15,1911,100-BLK S TUNNEL RD,POSS STOLEN GOODS/PROP (F),W,F,APD,599726,81998,2021
81999,2021/12/15,1911,100-BLK S TUNNEL RD,MISDEMEANOR LARCENY,W,F,APD,599726,81999,2021
82002,2020/11/08,202,100-BLK S PACK SQ,SIMPLE AFFRAY,W,M,APD,579202,82002,2020
82035,2020/08/02,1939,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,W,M,APD,574590,82036,2020
82036,2021/11/29,1140,100-BLK OTEEN CHURCH RD,ASSAULT ON A FEMALE,B,M,APD,599241,82037,2021
82037,2021/11/29,1140,100-BLK OTEEN CHURCH RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],B,M,APD,599241,82038,2021
82038,2021/11/29,1140,100-BLK OTEEN CHURCH RD,ASSAULT ON A FEMALE,B,M,APD,599241,82039,2021
82077,2020/01/23,1547,100-BLK COXE AVE,FELONY POSSESSION SCH II CS,I,M,APD,567113,82078,2020
82078,2020/01/23,1547,100-BLK COXE AVE,POSSESS DRUG PARAPHERNALIA,I,M,APD,567113,82079,2020
82099,2020/06/10,2359,100-BLK GRANADA ST,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,573313,82100,2020
82100,2020/06/10,2359,100-BLK GRANADA ST,POSS STOLEN GOODS/PROP (M),W,M,APD,573313,82101,2020
82101,2020/06/10,2359,100-BLK GRANADA ST,MISDEMEANOR LARCENY,W,M,APD,573313,82102,2020
82102,2020/12/15,2102,500-BLK MERRIMON AVE,LARCENY OF MOTOR VEHICLE (F),W,M,APD,580085,82103,2020
82103,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,580085,82104,2020
82104,2020/12/15,2102,500-BLK MERRIMON AVE,FELONY LARCENY,W,M,APD,580085,82105,2020
82105,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK/ENTER TRAILER/AIRCRAFT,W,M,APD,580085,82106,2020
82106,2020/12/15,2102,500-BLK MERRIMON AVE,UTTERING FORGED INSTRUMENT,W,M,APD,580085,82107,2020
82107,2020/12/15,2102,500-BLK MERRIMON AVE,FINANCIAL CARD FRAUD (M),W,M,APD,580085,82108,2020
82108,2020/12/15,2102,500-BLK MERRIMON AVE,FINANCIAL CARD FRAUD (F),W,M,APD,580085,82109,2020
82109,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,580085,82110,2020
82110,2020/12/15,2102,500-BLK MERRIMON AVE,FINANCIAL CARD THEFT,W,M,APD,580085,82111,2020
82111,2020/12/15,2102,500-BLK MERRIMON AVE,FINANCIAL CARD THEFT,W,M,APD,580085,82112,2020
82112,2020/12/15,2102,500-BLK MERRIMON AVE,POSS STOLEN GOODS/PROP (M),W,M,APD,580085,82113,2020
82113,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,580085,82114,2020
82114,2020/12/15,2102,500-BLK MERRIMON AVE,MISDEMEANOR LARCENY,W,M,APD,580085,82115,2020
82115,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,580085,82116,2020
82116,2020/12/15,2102,500-BLK MERRIMON AVE,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,580085,82117,2020
82117,2020/12/15,2102,500-BLK MERRIMON AVE,RESISTING PUBLIC OFFICER,W,M,APD,580085,82118,2020
82118,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82119,2020
82119,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82120,2020
82120,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82121,2020
82121,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82122,2020
82122,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82123,2020
82123,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82124,2020
82124,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82125,2020
82125,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82126,2020
82126,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82127,2020
82127,2020/12/15,2102,500-BLK MERRIMON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,580085,82128,2020
82128,2020/12/15,2102,500-BLK MERRIMON AVE,OTHER - FREE TEXT,W,M,APD,580085,82129,2020
82129,2021/05/08,1926,400-BLK HAYWOOD RD,FELONY PROBATION VIOLATION,W,M,APD,588639,82130,2021
82154,2021/05/08,1926,400-BLK HAYWOOD RD,FELONY PROBATION VIOLATION,W,M,APD,588639,82155,2021
82155,2021/05/08,1926,400-BLK HAYWOOD RD,SECOND DEGREE TRESPASS,W,M,APD,588639,82156,2021
82156,2021/05/08,1926,400-BLK HAYWOOD RD,RESISTING PUBLIC OFFICER,W,M,APD,588639,82157,2021
82169,2020/10/22,1738,300-BLK LONG SHOALS RD,ROBBERY WITH DANGEROUS WEAPON,W,M,APD,578765,82170,2020
82170,2020/10/22,1738,300-BLK LONG SHOALS RD,CONSP ROBBERY DANGRS WEAPON,W,M,APD,578765,82171,2020
82171,2020/10/22,1738,300-BLK LONG SHOALS RD,CONSPIRE SELL SCH VI CS,W,M,APD,578765,82172,2020
82172,2020/01/02,2203,100-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,I,M,APD,565343,82173,2020
82173,2020/01/02,2203,100-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,I,M,APD,565343,82174,2020
82179,2020/08/14,320,200-BLK TUNNEL RD,SIMPLE ASSAULT,B,F,APD,574905,82180,2020
82182,2020/04/09,2327,100-BLK S FRENCH BROAD AVE,FELONY LARCENY,W,F,APD,569893,82183,2020
82183,2020/04/09,2327,100-BLK S FRENCH BROAD AVE,DWLR NOT IMPAIRED REV,W,F,APD,569893,82184,2020
82184,2021/07/29,1803,100-BLK CUMBERLAND AVE,DRIVING WHILE IMPAIRED,W,F,APD,594930,82185,2021
82185,2021/07/29,1803,100-BLK CUMBERLAND AVE,DWLR IMPAIRED REV,W,F,APD,594930,82186,2021
82200,2021/03/13,2012,100-BLK BLEACHERY BLVD,MISDEMEANOR PROBATION VIOL,W,M,APD,584167,82201,2021
82201,2021/03/13,2012,100-BLK BLEACHERY BLVD,OBTAIN PROPERTY FALSE PRETENSE,W,M,APD,584167,82202,2021
82228,2020/12/14,1734,100-BLK DAVIDSON DR,EXTRADITION/FUGITIVE OTH STATE,W,M,APD,580054,82229,2020
82229,2020/12/10,920,200-BLK AIRPORT RD/RUTLEDGE RD,EXTRADITION/FUGITIVE OTH STATE,W,M,APD,579969,82230,2020
82230,2020/10/30,1905,100-BLK BLEACHERY BLVD,A&A DWLR NOT IMPAIRED REV,W,M,APD,579001,82231,2020
82231,2020/10/30,1905,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,W,M,APD,579001,82232,2020
82232,2020/10/30,1905,100-BLK BLEACHERY BLVD,POSSESS DRUG PARAPHERNALIA,W,M,APD,579001,82233,2020
82237,2020/12/01,800,100-BLK BOSTON WAY,INJURY TO PERSONAL PROPERTY,W,F,APD,579718,82238,2020
82238,2021/03/24,1653,100-BLK S FRENCH BROAD AVE,INJURY TO PERSONAL PROPERTY,W,F,APD,585467,82239,2021
82239,2021/03/24,1653,100-BLK S FRENCH BROAD AVE,INJURY TO PERSONAL PROPERTY,W,F,APD,585467,82240,2021
82240,2021/03/24,1653,100-BLK S FRENCH BROAD AVE,DAMAGE PROPERTY - FREE TEXT,W,F,APD,585467,82241,2021
82260,2021/10/03,959,100-BLK LAMANCHA DR,SIMPLE ASSAULT,W,F,APD,596718,82261,2021
82261,2021/10/03,959,100-BLK LAMANCHA DR,POSSESS DRUG PARAPHERNALIA,W,F,APD,596718,82262,2021
82268,2021/04/09,25,100-BLK PATTON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,585886,82269,2021
82269,2021/04/09,25,100-BLK PATTON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,585886,82270,2021
82270,2021/04/09,25,100-BLK PATTON AVE,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,585886,82271,2021
82283,2021/08/23,2207,200-BLK AMBOY RD,RESISTING PUBLIC OFFICER,B,M,APD,595649,82284,2021
82289,2020/01/28,232,100-BLK ASHELAND AVE,SECOND DEGREE TRESPASS,W,F,APD,567302,82290,2020
82293,2021/05/09,1901,400-BLK HAYWOOD RD,RESISTING PUBLIC OFFICER,W,F,APD,588662,82294,2021
82294,2021/05/09,1901,400-BLK HAYWOOD RD,MISDEMEANOR LARCENY,W,F,APD,588662,82295,2021
82295,2021/05/09,1901,400-BLK HAYWOOD RD,SOLICITING FROM HIGHWAY,W,F,APD,588662,82296,2021
82296,2021/05/09,1901,400-BLK HAYWOOD RD,SECOND DEGREE TRESPASS,W,F,APD,588662,82297,2021
82298,2020/07/15,1745,100-BLK WALL ST,INTOXICATED AND DISRUPTIVE,W,M,APD,574170,82299,2020
82307,2020/04/11,3,200-BLK HILLIARD AVE/S FRENCH BROAD AVE,OBTAIN PROPERTY FALSE PRETENSE,W,M,APD,569911,82308,2020
82308,2020/04/11,3,200-BLK HILLIARD AVE/S FRENCH BROAD AVE,POSS STOLEN GOODS/PROP (F),W,M,APD,569911,82309,2020
